------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |     Observed      |       Ritz        |      Rel. |    Aki     | Acc. |         Ei           Ek         |              Lower level              |              Upper level               |  gi   gk  |Type|                 TP  |        Line  |
          |    Wavelength     |    Wavelength     |      Int. |   (s^-1)   |      |        (eV)         (eV)        |---------------------------------------|----------------------------------------|           |    |                Ref. |        Ref.  |
          |     Air (nm)      |     Air (nm)      |           |            |      |                                 | Conf.                 | Term    | J   | Conf.                 | Term    | J    |           |    |                     |              |
Al VI     |                   |        1127       |           | 6.59e-01   | E    |   119.16       -    120.2606+x  | 2s2.2p3.(2D*).3s      | 3D*     | 2   | 2s2.2p3.(4S*).3p      | 5P      | 3    |   5 - 7   |    |             T7370c8 |              |
Al VI     |                   |        1127       |           | 6.55e+00   | D    |   119.16       -    120.2606+x  | 2s2.2p3.(2D*).3s      | 3D*     | 3   | 2s2.2p3.(4S*).3p      | 5P      | 3    |   7 - 7   |    |             T7370c8 |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                   |        1150.740   |           | 6.20e+06   | B+   |    16.6035134  -     17.680649  | 3s.5d                 | 1D      | 2   | 3s.7f                 | 1F*     | 3    |   5 - 7   |    |               T6533 |              |
Al VI     |                   |        1173       |           | 4.30e+01   | C    |   119.16       -    120.218+x   | 2s2.2p3.(2D*).3s      | 3D*     | 3   | 2s2.2p3.(4S*).3p      | 5P      | 2    |   7 - 5   |    |             T7370c8 |              |
Al VI     |                   |        1173       |           | 1.92e+00   | D    |   119.16       -    120.218+x   | 2s2.2p3.(2D*).3s      | 3D*     | 1   | 2s2.2p3.(4S*).3p      | 5P      | 2    |   3 - 5   |    |             T7370c8 |              |
Al VI     |                   |        1173       |           | 1.94e+01   | C    |   119.16       -    120.218+x   | 2s2.2p3.(2D*).3s      | 3D*     | 2   | 2s2.2p3.(4S*).3p      | 5P      | 2    |   5 - 5   |    |             T7370c8 |              |
Al II     |                   |        1187.274   |           | 2.14e+05   | C    |    16.63666    -     17.680649  | 3s.5g                 | 1G      | 4   | 3s.7f                 | 1F*     | 3    |   9 - 7   |    |             T6298c4 |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al III    |                   |        1195.602   |           | 1.88e+06   | A+   |    25.463346   -     26.500065  | 2p6.7p                | 2P*     | 1/2 | 2p6.8d                | 2D      | 3/2  |   2 - 4   |    |                 c32 |              |
Al III    |                   |        1196.206   |           | 5.76e+06   | A    |    25.898046   -     26.934241  | 2p6.7d                | 2D      | 5/2 | 2p6.9f                | 2F*     | 7/2  |   6 - 8   |    |                 c32 |              |
Al III    |                   |        1196.206   |           | 3.84e+05   | B+   |    25.898046   -     26.934241  | 2p6.7d                | 2D      | 5/2 | 2p6.9f                | 2F*     | 5/2  |   6 - 6   |    |                 c32 |              |
Al III    |                   |        1196.206   |           | 5.38e+06   | A    |    25.898046   -     26.934241  | 2p6.7d                | 2D      | 3/2 | 2p6.9f                | 2F*     | 5/2  |   4 - 6   |    |                 c32 |              |
Al III    |                   |        1197.324   |           | 2.21e+06   | A+   |    25.464838   -     26.500065  | 2p6.7p                | 2P*     | 3/2 | 2p6.8d                | 2D      | 5/2  |   4 - 6   |    |                 c32 |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al III    |                   |        1197.324   |           | 3.68e+05   | A    |    25.464838   -     26.500065  | 2p6.7p                | 2P*     | 3/2 | 2p6.8d                | 2D      | 3/2  |   4 - 4   |    |                 c32 |              |
Al VI     |                   |        1201       |           | 1.85e+01   | D    |   119.16       -    120.1929+x  | 2s2.2p3.(2D*).3s      | 3D*     | 2   | 2s2.2p3.(4S*).3p      | 5P      | 1    |   5 - 3   |    |             T7370c8 |              |
Al VI     |                   |        1201       |           | 1.00e+01   | D    |   119.16       -    120.1929+x  | 2s2.2p3.(2D*).3s      | 3D*     | 1   | 2s2.2p3.(4S*).3p      | 5P      | 1    |   3 - 3   |    |             T7370c8 |              |
Al II     |                   |        1201.571   |           | 5.17e+05   | C+   |    16.467939   -     17.499508  | 3s.5d                 | 3D      | 3   | 3p.3d                 | 3F*     | 4    |   7 - 9   |    |          T6298c4,LS |              |
Al II     |                   |        1206.341   |           | 4.52e+05   | C+   |    16.467928   -     17.495418  | 3s.5d                 | 3D      | 2   | 3p.3d                 | 3F*     | 3    |   5 - 7   |    |          T6298c4,LS |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                   |        1206.354   |           | 5.68e+04   | D    |    16.467939   -     17.495418  | 3s.5d                 | 3D      | 3   | 3p.3d                 | 3F*     | 3    |   7 - 7   |    |          T6298c4,LS |              |
Al II     |                   |        1210.016   |           | 7.88e+04   | D    |    16.467928   -     17.492297  | 3s.5d                 | 3D      | 2   | 3p.3d                 | 3F*     | 2    |   5 - 5   |    |          T6298c4,LS |              |
Al II     |                   |        1210.030   |           | 2.22e+03   | E    |    16.467939   -     17.492297  | 3s.5d                 | 3D      | 3   | 3p.3d                 | 3F*     | 2    |   7 - 5   |    |          T6298c4,LS |              |
Al II     |                   |        1210.038   |           | 4.23e+05   | C    |    16.467947   -     17.492297  | 3s.5d                 | 3D      | 1   | 3p.3d                 | 3F*     | 2    |   3 - 5   |    |          T6298c4,LS |              |
Al II     |                   |        1217.982   |           | 1.81e+06   | C+   |    17.2642221  -     18.28189   | 3s.6f                 | 1F*     | 3   | 3s.10g                | 1G      | 4    |   7 - 9   |    |             T6298c4 |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                   |        1240.737   |           | 1.22e+06   | C+   |    17.269653   -     18.268659  | 3s.6d                 | 1D      | 2   | 3s.10f                | 1F*     | 3    |   5 - 7   |    |             T6298c4 |              |
Al II     |        1242.3047  |        1242.3047  |        41 | 2.65e+07   | A    |    15.6057688  -     16.6035134 | 3s.5p                 | 1P*     | 1   | 3s.5d                 | 1D      | 2    |   3 - 5   |    |               T6533 |       L6693  |
Al XI     |                   |        1251       |           | 1.23e+06   | AA   |   337.996      -    338.986     | 1s2.4p                | 2P*     | 1/2 | 1s2.4d                | 2D      | 3/2  |   2 - 4   |    |             T7164LS |              |
Al II     |                   |        1266.198   |           | 1.59e+06   | C+   |    17.17446    -     18.15338   | 3s.6f                 | 3F*     | 2   | 3s.9g                 | 3G      | 3    |   5 - 7   |    |          T6298c4,LS |              |
Al III    |                   |        1267.394   |           | 1.21e+06   | A+   |    24.967343   -     25.945336  | 2p6.6d                | 2D      | 5/2 | 2p6.7f                | 2F*     | 5/2  |   6 - 6   |    |                 c32 |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al III    |                   |        1267.394   |           | 1.81e+07   | A+   |    24.967343   -     25.945336  | 2p6.6d                | 2D      | 5/2 | 2p6.7f                | 2F*     | 7/2  |   6 - 8   |    |                 c32 |              |
