---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |          Observed          |   Unc.   |            Ritz            |     Unc.     |  Rel. |     Aki      | Acc. |         Ei           Ek         |      Lower level      |      Upper level      |  gi   gk  |Type|      TP  |       Line  |
          |         Wavelength         |   (nm)   |         Wavelength         |     (nm)     |  Int. |    (s^-1)    |      |        (eV)         (eV)        |-----------------------|-----------------------|           |    |     Ref. |       Ref.  |
          |          Vac (nm)          |          |          Vac (nm)          |              |       |              |      |                                 | Conf.  | Term | J     | Conf.  | Term | J     |           |    |          |             |
He I      |                            |          |            38740.805165    |  0.000005    |       | 2.7541e+04   | AAA  | [24.41933568]  -  [24.45133920] | 1s.9d  | 3D   | 3     | 1s.10f | 3F*  | 4     |   7 - 9   |    | T8636c73 |             |
He I      |                            |          |            38740.849298    |  0.000005    |       | 2.3828e+03   | AAA  | [24.41933568]  -  [24.45133916] | 1s.9d  | 3D   | 3     | 1s.10f | 3F*  | 3     |   7 - 7   |    | T8636c73 |             |
He I      |                            |          |            38740.866516    |  0.000005    |       | 1.9254e+04   | AAA  | [24.41933570]  -  [24.45133916] | 1s.9d  | 3D   | 2     | 1s.10f | 3F*  | 3     |   5 - 7   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |            38740.982387    |  0.000005    |       | 2.3135e+04   | AAA  | [24.41933590]  -  [24.45133927] | 1s.9d  | 3D   | 1     | 1s.10f | 3F*  | 2     |   3 - 5   |    | T8636c73 |             |
He I      |                            |          |            38773.968250    |  0.000005    |       | 2.1686e+04   | AAA  | [24.41936324]  -  [24.45133938] | 1s.9d  | 1D   | 2     | 1s.10f | 1F*  | 3     |   5 - 7   |    | T8636c73 |             |
He I      |                            |          |            38774.230532    |  0.000005    |       | 5.920e+03    | AA   | [24.41936324]  -  [24.45133916] | 1s.9d  | 1D   | 2     | 1s.10f | 3F*  | 3     |   5 - 7   |    | T8636c73 |             |
He I      |                            |          |            38838.5687699   |  0.0000011   |       | 2.208e+03    | AA   | [24.41942476]  -  [24.45134772] | 1s.9f  | 3F*  | 3     | 1s.10g | 1G   | 4     |   7 - 9   |    | T8636c73 |             |
He I      |                            |          |            38838.6008954   |  0.0000011   |       | 2.2721e+03   | AAA  | [24.41942476]  -  [24.45134770] | 1s.9f  | 3F*  | 3     | 1s.10g | 3G   | 3     |   7 - 7   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |            38838.6309977   |  0.0000011   |       | 1.097e+03    | AA   | [24.41942482]  -  [24.45134772] | 1s.9f  | 3F*  | 4     | 1s.10g | 1G   | 4     |   9 - 9   |    | T8636c73 |             |
He I      |                            |          |            38838.6631233   |  0.0000011   |       | 4.6674e+01   | AAA  | [24.41942482]  -  [24.45134770] | 1s.9f  | 3F*  | 4     | 1s.10g | 3G   | 3     |   9 - 7   |    | T8636c73 |             |
He I      |                            |          |            38838.7004710   |  0.0000011   |       | 3.2617e+04   | AAA  | [24.41942476]  -  [24.45134761] | 1s.9f  | 3F*  | 3     | 1s.10g | 3G   | 4     |   7 - 9   |    | T8636c73 |             |
He I      |                            |          |            38838.7106056   |  0.0000011   |       | 3.6592e+04   | AAA  | [24.41942482]  -  [24.45134766] | 1s.9f  | 3F*  | 4     | 1s.10g | 3G   | 5     |   9 - 11  |    | T8636c73 |             |
He I      |                            |          |            38838.7626993   |  0.0000011   |       | 1.1898e+03   | AAA  | [24.41942482]  -  [24.45134761] | 1s.9f  | 3F*  | 4     | 1s.10g | 3G   | 4     |   9 - 9   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |            38838.7771161   |  0.0000011   |       | 3.3605e+04   | AAA  | [24.41942491]  -  [24.45134770] | 1s.9f  | 3F*  | 2     | 1s.10g | 3G   | 3     |   5 - 7   |    | T8636c73 |             |
He I      |                            |          |            38838.9263627   |  0.0000011   |       | 3.3287e+04   | AAA  | [24.41942506]  -  [24.45134772] | 1s.9f  | 1F*  | 3     | 1s.10g | 1G   | 4     |   7 - 9   |    | T8636c73 |             |
He I      |                            |          |            38838.9584887   |  0.0000011   |       | 6.684e+02    | AA   | [24.41942506]  -  [24.45134770] | 1s.9f  | 1F*  | 3     | 1s.10g | 3G   | 3     |   7 - 7   |    | T8636c73 |             |
He I      |                            |          |            38839.0580662   |  0.0000011   |       | 2.785e+03    | AA   | [24.41942506]  -  [24.45134761] | 1s.9f  | 1F*  | 3     | 1s.10g | 3G   | 4     |   7 - 9   |    | T8636c73 |             |
He I      |                            |          |            38850.1278365   |  0.0000003   |       | 1.308e+00    | AA   | [24.41943628]  -  [24.45134974] | 1s.9g  | 3G   | 4     | 1s.10h | 1H*  | 5     |   9 - 11  |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |            38850.1508933   |  0.0000003   |       | 1.2025e+03   | AAA  | [24.41943628]  -  [24.45134972] | 1s.9g  | 3G   | 4     | 1s.10h | 3H*  | 4     |   9 - 9   |    | T8636c73 |             |
He I      |                            |          |            38850.1993584   |  0.0000003   |       | 9.169e+02    | AA   | [24.41943633]  -  [24.45134974] | 1s.9g  | 3G   | 5     | 1s.10h | 1H*  | 5     |  11 - 11  |    | T8636c73 |             |
He I      |                            |          |            38850.2158321   |  0.0000003   |       | 4.6303e+04   | AAA  | [24.41943628]  -  [24.45134966] | 1s.9g  | 3G   | 4     | 1s.10h | 3H*  | 5     |   9 - 11  |    | T8636c73 |             |
He I      |                            |          |            38850.2224154   |  0.0000003   |       | 2.3352e+01   | AAA  | [24.41943633]  -  [24.45134972] | 1s.9g  | 3G   | 5     | 1s.10h | 3H*  | 4     |  11 - 9   |    | T8636c73 |             |
He I      |                            |          |            38850.2533122   |  0.0000003   |       | 4.7288e+04   | AAA  | [24.41943633]  -  [24.45134969] | 1s.9g  | 3G   | 5     | 1s.10h | 3H*  | 6     |  11 - 13  |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |            38850.2873544   |  0.0000003   |       | 9.7462e+02   | AAA  | [24.41943633]  -  [24.45134966] | 1s.9g  | 3G   | 5     | 1s.10h | 3H*  | 5     |  11 - 11  |    | T8636c73 |             |
He I      |                            |          |            38850.2875892   |  0.0000003   |       | 4.4953e+04   | AAA  | [24.41943639]  -  [24.45134972] | 1s.9g  | 3G   | 3     | 1s.10h | 3H*  | 4     |   7 - 9   |    | T8636c73 |             |
He I      |                            |          |            38850.3086034   |  0.0000003   |       | 4.6370e+04   | AAA  | [24.41943642]  -  [24.45134974] | 1s.9g  | 1G   | 4     | 1s.10h | 1H*  | 5     |   9 - 11  |    | T8636c73 |             |
He I      |                            |          |            38850.3316605   |  0.0000003   |       | 1.109e+03    | AA   | [24.41943642]  -  [24.45134972] | 1s.9g  | 1G   | 4     | 1s.10h | 3H*  | 4     |   9 - 9   |    | T8636c73 |             |
He I      |                            |          |            38850.3965999   |  0.0000003   |       | 1.055e+01    | AA   | [24.41943642]  -  [24.45134966] | 1s.9g  | 1G   | 4     | 1s.10h | 3H*  | 5     |   9 - 11  |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |            38852.73302685  |  0.00000011  |       | 1.300e+00    | AA   | [24.41943906]  -  [24.45135038] | 1s.9h  | 3H*  | 5     | 1s.10i | 1I   | 6     |  11 - 13  |    | T8636c73 |             |
He I      |                            |          |            38852.75031450  |  0.00000011  |       | 1.0193e+03   | AAA  | [24.41943906]  -  [24.45135036] | 1s.9h  | 3H*  | 5     | 1s.10i | 3I   | 5     |  11 - 11  |    | T8636c73 |             |
He I      |                            |          |            38852.77972980  |  0.00000011  |       | 8.154e+02    | AA   | [24.41943909]  -  [24.45135038] | 1s.9h  | 3H*  | 6     | 1s.10i | 1I   | 6     |  13 - 13  |    | T8636c73 |             |
He I      |                            |          |            38852.79595372  |  0.00000011  |       | 5.9396e+04   | AAA  | [24.41943906]  -  [24.45135032] | 1s.9h  | 3H*  | 5     | 1s.10i | 3I   | 6     |  11 - 13  |    | T8636c73 |             |
He I      |                            |          |            38852.79701750  |  0.00000011  |       | 1.3834e+01   | AAA  | [24.41943909]  -  [24.45135036] | 1s.9h  | 3H*  | 6     | 1s.10i | 3I   | 5     |  13 - 11  |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |            38852.81877662  |  0.00000011  |       | 6.0260e+04   | AAA  | [24.41943909]  -  [24.45135034] | 1s.9h  | 3H*  | 6     | 1s.10i | 3I   | 7     |  13 - 15  |    | T8636c73 |             |
He I      |                            |          |            38852.83940602  |  0.00000011  |       | 5.8268e+04   | AAA  | [24.41943913]  -  [24.45135036] | 1s.9h  | 3H*  | 4     | 1s.10i | 3I   | 5     |   9 - 11  |    | T8636c73 |             |
He I      |                            |          |            38852.84265683  |  0.00000011  |       | 8.5852e+02   | AAA  | [24.41943909]  -  [24.45135032] | 1s.9h  | 3H*  | 6     | 1s.10i | 3I   | 6     |  13 - 13  |    | T8636c73 |             |
He I      |                            |          |            38852.85375061  |  0.00000011  |       | 5.9443e+04   | AAA  | [24.41943915]  -  [24.45135038] | 1s.9h  | 1H*  | 5     | 1s.10i | 1I   | 6     |  11 - 13  |    | T8636c73 |             |
He I      |                            |          |            38852.87103838  |  0.00000011  |       | 5.253e+00    | AA   | [24.41943915]  -  [24.45135036] | 1s.9h  | 1H*  | 5     | 1s.10i | 3I   | 5     |  11 - 11  |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |            38852.91667788  |  0.00000011  |       | 9.589e+02    | AA   | [24.41943915]  -  [24.45135032] | 1s.9h  | 1H*  | 5     | 1s.10i | 3I   | 6     |  11 - 13  |    | T8636c73 |             |
